"Country Name","Country Code","Year","average_value_Armed forces personnel (% of total labor force)","average_value_Armed forces personnel, total","average_value_Arms exports (SIPRI trend indicator values)","average_value_Arms imports (SIPRI trend indicator values)","average_value_Battle-related deaths (number of people)","average_value_CPIA building human resources rating (1=low to 6=high)","average_value_CPIA business regulatory environment rating (1=low to 6=high)","average_value_CPIA debt policy rating (1=low to 6=high)","average_value_CPIA economic management cluster average (1=low to 6=high)","average_value_CPIA efficiency of revenue mobilization rating (1=low to 6=high)","average_value_CPIA equity of public resource use rating (1=low to 6=high)","average_value_CPIA financial sector rating (1=low to 6=high)","average_value_CPIA fiscal policy rating (1=low to 6=high)","average_value_CPIA gender equality rating (1=low to 6=high)","average_value_CPIA macroeconomic management rating (1=low to 6=high)","average_value_CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","average_value_CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","average_value_CPIA property rights and rule-based governance rating (1=low to 6=high)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_CPIA quality of budgetary and financial management rating (1=low to 6=high)","average_value_CPIA quality of public administration rating (1=low to 6=high)","average_value_CPIA social protection rating (1=low to 6=high)","average_value_CPIA structural policies cluster average (1=low to 6=high)","average_value_CPIA trade rating (1=low to 6=high)","average_value_CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","average_value_Expense (% of GDP)","average_value_IDA resource allocation index (1=low to 6=high)","average_value_Intentional homicides (per 100,000 people)","average_value_Intentional homicides, female (per 100,000 female)","average_value_Intentional homicides, male (per 100,000 male)","average_value_Internally displaced persons, new displacement associated with conflict and violence (number of cases)","average_value_Internally displaced persons, new displacement associated with disasters (number of cases)","average_value_Internally displaced persons, total displaced by conflict and violence (number of people)","average_value_Methodology assessment of statistical capacity (scale 0 - 100)","average_value_Military expenditure (% of GDP)","average_value_Military expenditure (% of general government expenditure)","average_value_Military expenditure (current USD)","average_value_Other expense (% of expense)","average_value_Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","average_value_Proportion of seats held by women in national parliaments (%)","average_value_Public credit registry coverage (% of adults)","average_value_Source data assessment of statistical capacity (scale 0 - 100)","average_value_Statistical Capacity score (Overall average)","average_value_Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","average_value_Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Subsidies and other transfers (% of expense)","average_value_Tax payments (number)","average_value_Time to prepare and pay taxes (hours)","average_value_Total tax and contribution rate (% of profit)"
"Estonia","EST","1991","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6862461407","","","","","","","","","","2.55141890132777","","","","","","","","","76.7248112470709","","",""
"France","FRA","1995","1.9037053252102","502400","1027000000","100000000","","","","","","","","","","","","","","","","","","","","","","47.0999201328438","","2.3113432266","","","","","","","2.49249618936836","4.57260679176181","40124024138.3696","3.65721613202936","","","","","","","","","48.6030452020154","","",""
"Gabon","GAB","1961","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","GEO","2007","1.62235187927342","33000","","161000000","","4","5","5","4.66666666666667","4.5","4.5","3.5","4.5","4.5","4.5","4","3","3.5","3.7","4","3.5","4","4.66666666666667","5.5","3","22.8907013145971","4.25833333333333","7.9196325291","2.0634336177","14.350243627","","","","60","9.15911651704757","32.2185882839992","931750564.205712","8.95115681233933","96.66667","9.36170212765957","0","100","85.5555555555555","40","60.28125","","34.8868894601542","30","387","38.6"
"Greenland","GRL","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.042971493","","","","","","","","","","","","","","","","20","13.4125","","","","",""
"High income","HIC","1960","","","10789000000","9314000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.96127861141703","","69083265754.0969","","","","","","","","","","","","",""
"India","IND","1995","0.604194613302714","2149500","2000000","1479000000","836","","","","","","","","","","","","","","","","","","","","","14.2457256100819","","4.8122121707","","","","","","","2.57848357246069","10.5032518311266","9754464629.8929","0.34761039686976","","","","","","","","","33.1866033165642","","",""
"Iran, Islamic Rep.","IRN","1960","","","","11000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29490883301967","","98679867.9867987","","","","","","","","","","","","",""
"Italy","ITA","1960","","","104000000","390000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71382598828575","","1009308856.43093","","","","","","","","","","","","",""
"Japan","JPN","1986","","","92000000","1903000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.962811252055438","","19457334441.0159","","","","","","","","","","","","",""
"Cambodia","KHM","2014","2.2770862865722","191300","","","","4","3.5","4","3.83333","3.5","3.5","3","3.5","4","4","3.4","3","2.5","2.8","3.5","2.5","2.5","3.66667","4.5","2","12.4526946730377","3.425","","","","","151000","","60","1.66306954707354","7.66288490825427","277974068.111455","9.15796377876709","90","20.3252032520325","0","80","76.6666666666667","40","70.775","10","23.4411755634866","40","173","21"
"Korea, Rep.","KOR","2002","2.91904558665672","690500","","528000000","","","","","","","","","","","","","","","","","","","","","","15.4395316010512","","0.77238089887","","","","","","","2.31547437727618","13.6565555364024","14101703314.7096","15.4185550142831","","5.86080586080586","","","","","","","55.3024201863479","","",""
"Libya","LBY","2015","","","","","275","","","","","","","","","","","","","","","","","","","","","","","","","","100000","","500000","10","","","","","36.6666","15.9574468085106","0.5","20","22.2222","40","35.6875","0","","19","889","32.6"
"Lower middle income","LMC","1989","","6021000","","6881000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2986947588595","","43051436349.954","","","","","","","","","","","","",""
"Low & middle income","LMY","2008","0.855039465765829","21353900","","11329000000","","3.44","3.27333333333333","3.51333333333333","3.54133333333333","3.42666666666667","3.36666666666667","3.10666666666667","3.45333333333333","3.43333333333333","3.65333333333333","3.29466666666667","3.08666666666667","2.89333333333333","3.084","3.24","2.99333333333333","3.14666666666667","3.396","3.80666666666667","2.86666666666667","","3.33066666666667","","","","","36167430","","54.1121495327103","1.85189409256661","6.87960521022515","321521196173.981","","81.09028","17.1229081236839","4.78983050847458","64.8598130841121","66.6874142056075","","","","","38.4491525423729","313.38093220339","54.5694915254237"
"Low & middle income","LMY","2001","0.967424171227674","21680800","","9971000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99523336683144","8.58715839087371","133044218730.409","","","12.446444800277","","","","","","","","","",""
"Latvia","LVA","2009","0.519182177366007","5745","","11000000","","","","","","","","","","","","","","","","","","","","","","52.6064197668575","","5.0354721035","","","","","","","1.38226776000155","3.24851042701092","363809251.070089","15.0401969661341","","22","46.5","","","40","42.68125","","54.5924858802746","7","239","37.5"
"Middle East & North Africa","MEA","1996","4.70470501627211","3869500","","6044000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66085256505842","19.6147582456013","38425627586.5817","","","","","","","","","","","","",""
"Myanmar","MMR","2016","2.08528682962904","513250","","283000000","118","3.5","2.5","4","3.66667","3.5","2.5","2.5","3.5","3","3.5","2.8","2.5","2.5","3","3.5","2.5","2.5","2.83333","3.5","3","14.7890058715775","3.075","2.2584513256","0.74966807172","3.8800970228","35000","509000","644000","50","4.08656292130442","17.4510860818144","2455784120.1322","8.49737407209793","66.6666","9.93071593533487","0","50","55.5555333333333","66.6","71.95","2","21.5152540196989","31","282","31.9"
"Middle East & North Africa (excluding high income)","MNA","1986","","","","7759000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66391818505319","","23014665190.5313","","","","","","","","","","","","",""
"Mozambique","MOZ","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.18320610687023","","83582418.1115877","","","","","","","","","","","","",""
"Niger","NER","2020","","","","3000000","512","3","3.5","4","3.83333333333333","3.5","4","2.5","3.5","3","4","3.3","3.5","3","3.2","3.5","3","3","3.33333333333333","4","3","","3.41666666666667","","","","136000","276000","257000","50","2.44726901984579","7.42093944051314","239545067.510035","","86.6667","16.9590643274854","","70","68.8889","","","","","","",""
"Nepal","NPL","2014","1.07930382406068","157750","","5000000","","4.5","3.5","3.5","3.16667","3.5","4","3.5","3","4","3","3.8","3.5","3","3.1","3","3","3","3.5","3.5","3","13.5829915227027","3.39167","2.0738882528","","","","74000","50000","30","1.62934106186361","8.64581363815615","328115662.238927","1.0991284502116","86.6666666666667","29.4807370184255","0","80","65.5555555555556","30","66.23125","6","57.2364064126373","34","334","29.9"
"Nauru","NRU","2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","20","34.4625","","","","",""
"New Zealand","NZL","1995","0.555887008535342","10100","","7000000","","","","","","","","","","","","","","","","","","","","","","","","1.0612418162","0.60443944679","1.531421192","","","","","1.81534784641762","4.42592217267937","1146415728.27257","","","","","","","","","","","","",""
"Papua New Guinea","PNG","2014","0.0799017292836894","1900","","3000000","","2.5","3","4","3.5","3.5","3.5","3.5","2.5","2.5","4","2.6","2","2","2.9","3","3","2.5","3.66667","4.5","3","21.7511493892941","3.16667","","","","1200","21000","7500","40","0.487315010570824","1.78982787627799","112375755.926034","1.1000595496757","70","2.7027027027027","0","30","46.6666666666667","10","53.475","3","55.2202533275393","32","209","39.3"
"Pre-demographic dividend","PRE","1986","","","","4797000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91519949566494","","3567854199.24966","","","","","","","","","","","","",""
"Korea, Dem. People's Rep.","PRK","1980","","","29000000","416000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Korea, Dem. People's Rep.","PRK","1973","","","","640000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saudi Arabia","SAU","2020","","","","2466000000","0","","","","","","","","","","","","","","","","","","","","","","","","","","","610","","","8.44759894618144","21.7068628388272","57519424000","","","19.8675496688742","","","","","","","","","",""
"Sweden","SWE","1971","","","530000000","86000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41003678543619","","1238804426.92127","","","","","","","","","","","","",""
"Syrian Arab Republic","SYR","1965","","","","77000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.87795275590551","","118062827.225131","","","","","","","","","","","","",""
"Chad","TCD","1996","1.28987413641354","34850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.54463634152274","8.77556661138751","24826410.6092831","","","","","","","","","","","","",""
"Togo","TGO","2019","","","","1000000","","3.5","3.5","3","3.33333333333333","3.5","4","2.5","3","3.5","4","3.6","4","3","3.1","3","3","3","3.33333333333333","4","3","12.973912908984","3.34166666666667","","","","2000","","2000","50","3.14621707722131","14.7267929054417","170566832.435089","6.86612975264977","93.3333","16.4835164835165","0","80","74.4444333333333","90","68.54375","6","8.6940940300969","49","159","48.2"
"South Asia (IDA & IBRD)","TSA","1972","","","2000000","2647000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95507898233895","","3012238925.06894","","","","","","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2004","0.538313561454527","1500450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5714285714286","1.48178798205383","6.90597085362746","9320664304.59727","","76.5079361904762","14.7354670150229","0.138888888888889","51.6666666666667","55.5820104761905","","","","","","",""
"Tunisia","TUN","1986","","","","","","","","","","","","","","","","","","","","","","","","","","31.2273057371097","","","","","","","","","2.08667610288203","","206793454.647122","","","","","","","","","","1.83810375670841","","",""
"Uzbekistan","UZB","2003","0.665751628040127","72000","252000000","","","","","","","","","","","","","","","","","","","","","","","","","3.7399352343","","","","","","","0.538921303543475","1.36315276062988","54133695.4635028","","","7.2","","","","","","","","","",""
"Vanuatu","VUT","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84615384615385","0","","","20","","","","","",""
"Zimbabwe","ZWE","1990","0.962886090575485","45000","","2000000","","","","","","","","","","","","","","","","","","","","","","","","5.626696576","3.4913896227","7.7827862876","","","","","4.74129639548721","","416300000","","","","","","","","","","","","",""
"Afghanistan","AFG","1991","1.36418493133451","45000","","1411000000","3302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Arab Emirates","ARE","1984","","","","312000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Australia","AUS","2000","0.53734870275588","51600","","338000000","","","","","","","","","","","","","","","","","","","","","","24.0839192992911","","1.9061225182","1.4293688163","2.3851079212","","","","","1.82984191251005","5.18288400684111","7273760312.61052","6.09358612850351","","22.972972972973","","","","","","","66.0240025622829","","",""
"Burkina Faso","BFA","1968","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17848101265823","","3760628.52180236","","","","","","","","","","","","",""
"Bangladesh","BGD","1992","0.291931992832551","107000","","113000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36050314985351","11.5816318191492","427723624.979361","","","","","","","","","","","","",""
"Bulgaria","BGR","1969","","","","526000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","1978","","","","11000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bolivia","BOL","2002","1.74689124659789","68600","","","","","","","","","","","","","","","","","","","","","","","","28.7844352060692","","","","","","","","","2.0294518747475","6.09580838323353","160437935.843794","5.79710191672268","","18.4615384615385","","","","","","","44.5322442752219","","",""
"Bhutan","BTN","2005","","","","","","4.5","3.5","4","4","4","4","3","4","4.5","4","4.2","4.5","3.5","3.8","3.5","4","3.5","3.16666666666667","3","4","20.2993281163916","3.79166666666667","1.6955840825","","","","","","40","","","","8.66947389844934","73.33333","9.33333333333333","0","60","57.7777777777778","20","59.375","","3.9001327830632","18","95","37.3"
