"Country Name","Country Code","Year","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Coverage of social insurance programs (% of population)","Coverage of social insurance programs in 2nd quintile (% of population)","Coverage of social insurance programs in 3rd quintile (% of population)","Coverage of social insurance programs in 4th quintile (% of population)","Coverage of social insurance programs in poorest quintile (% of population)","Coverage of social insurance programs in richest quintile (% of population)","Coverage of social protection and labor programs (% of population)","Coverage of social safety net programs (% of population)","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs in richest quintile (% of population)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)","Labor force participation rate for ages 15-24, male (%) (national estimate)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force participation rate, female (% of female population ages 15+) (national estimate)","Labor force participation rate, male (% of male population ages 15+) (national estimate)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)","Ratio of female to male labor force participation rate (%) (national estimate)","Share of youth not in education, employment or training, female (% of female youth population)","Share of youth not in education, employment or training, male (% of male youth population)","Share of youth not in education, employment or training, total (% of youth population)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
"United States","USA","1981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","71.3000030517578","59","61.9000015258789","73.6999969482422","67.6999969482422","52.0999984741211","77","63.9000015258789","0","0","0","0","67.6623356806768","0","0","0","7.90000009536743","0","7.40000009536743","0","7.59999990463257","14","0","15.6999998092651","0","14.8999996185303"
"St. Vincent and the Grenadines","VCT","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.58700001239777","0","0","0","0","0","0","0","0","0","39.3680181235841","51204","0","0","0","0","0","0","0","17.9290008544922","0","19.2229995727539","0","0","34.7150001525879","0","38.8919982910156","0"
"Venezuela, RB","VEN","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.77600002288818","0","0","0","31.9799995422363","58.1599998474121","45.2700004577637","50.1100006103516","80","64.9899978637695","39.0103535580752","12436401","0","0","62.6375007629395","0","0","0","0","7.04500007629395","0","7.46999979019165","0","0","12.6359996795654","0","14.2799997329712","0"
"Virgin Islands (U.S.)","VIR","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.91100001335144","0","0","0","0","0","0","0","0","0","50.0517300839177","52194","0","0","0","0","0","0","0","6.68599987030029","0","7.23799991607666","0","0","15.4169998168945","0","17.0219993591309","0"
"Yemen, Rep.","YEM","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.7120018005371","5.80000019073486","59.5","32.9000015258789","0","0","0","9.60000038146973","68.4000015258789","39.2000007629395","17.9324467975369","4604815","0","0","14.0350879639054","0","0","0","39.6199989318848","11.871000289917","13","16.2299995422363","16.2299995422363","0","22.2439994812012","0","29.0669994354248","0"
"Belgium","BEL","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.986999988555908","43.1446990966797","55.6995010375977","49.2444000244141","29.9288997650146","34.8959007263184","32.4429016113281","46.9502983093262","60.3754005432129","53.4728012084961","44.9265413206899","4788134","19.3199996948242","29.3500003814697","77.7639533434186","11.6800003051758","10.4899997711182","11.0799999237061","8.10550022125244","7.74399995803833","7.74469995498657","7.90999984741211","7.90759992599487","22.4902992248535","21.4400005340576","21.4871997833252","21.9020004272461","21.9442005157471"
"Bosnia and Herzegovina","BIH","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.0530014038086","0","0","0","0","0","0","0","0","0","40.4177502697529","1615367","0","0","0","0","0","0","0","18.0690002441406","0","20.3509998321533","0","0","40.2400016784668","0","42.3800010681152","0"
"China","CHN","1988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"Congo, Dem. Rep.","COD","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.4889984130859","0","0","0","0","0","0","0","0","0","50.4296817240738","17617575","0","0","0","0","0","0","0","3.02600002288818","0","3.64599990844727","0","0","6.58300018310547","0","7.17899990081787","0"
"Costa Rica","CRI","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.60900020599365","31.2000007629395","76.9329986572266","53.4679985046387","35.6580009460449","70.7409973144531","53.4869995117188","33.568000793457","80.6719970703125","56.5040016174316","29.0098632054961","1202753","0","0","41.6104745295938","0","0","0","7.05600023269653","4.65999984741211","4.63500022888184","5.36999988555908","5.3730001449585","13.1750001907349","10.1709995269775","9.76200008392334","11.210000038147","10.8809995651245"
"Cyprus","CYP","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.66499996185303","0","0","0","0","0","0","0","0","0","39.3775253630894","399695","0","0","0","0","0","0","4.30000019073486","4.10900020599365","2.29999995231628","4.84000015258789","3.09999990463257","0","8.77400016784668","0","10.3719997406006","0"
"Ecuador","ECU","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.8759994506836","50.0797996520996","79.9837036132813","64.6691970825195","39.2815017700195","61.9611015319824","50.9002990722656","52.1144981384277","82.1481018066406","66.7671966552734","39.9569056268666","6715958","14.9200000762939","20.6700000762939","63.4396863619494","25.5062007904053","7.66809988021851","16.3677005767822","3.90420007705688","5","2.63479995727539","6.07000017166138","3.14229989051819","8.03030014038086","11.3050003051758","6.61019992828369","13.0240001678467","7.144700050354"
"Egypt, Arab Rep.","EGY","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.3359985351563","15.5799999237061","66.0899963378906","41.2999992370605","17.1599998474121","42.4000015258789","30.3199996948242","19.5499992370605","71.5","46","21.1316132685235","18773905","0","0","27.3426562756091","0","0","0","19.7900009155273","4.86399984359741","4.92999982833862","8.02999973297119","8.02999973297119","42.7700004577637","15.585000038147","15.8100004196167","23.0559997558594","23.1100006103516"
"Euro area","EMU","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.29144665769901","44.0904679795599","60.3356439417156","51.9448426752774","40.1440365153262","47.4345254806104","43.8410075116027","48.6261309913817","65.1445837220097","56.6136062861481","44.0233957304274","157712367","17.0896979492399","26.9732148045142","74.9500618728464","12.6531888732446","10.3707742232554","11.4984225764178","0","7.39340868023059","0","8.24989594183318","0","18.9988456312917","16.3528052413748","16.3319470418439","17.4678551143364","17.4783898544079"
"Guinea","GIN","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.9130020141602","0","0","0","0","0","0","0","0","0","48.8535730700736","2343237","0","0","0","0","0","0","0","5.54099988937378","0","4.5149998664856","0","0","6.73400020599365","0","5.54300022125244","0"
"Guam","GUM","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.98099994659424","0","0","0","0","0","0","0","0","0","39.7030095217278","73201","0","0","0","0","0","0","0","9.14400005340576","0","9.67000007629395","9.67000007629395","0","18.9869995117188","0","21.451000213623","0"
"Croatia","HRV","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.9479999542236","37.380199432373","50.8455009460449","43.7154006958008","31.6201992034912","39.9283981323242","35.9068984985352","42.8037986755371","56.3777008056641","49.189998626709","45.8863832732895","1979110","11.5699996948242","14.539999961853","75.9232782888456","14.4799995422363","13.8999996185303","14.1800003051758","0","9.81700038909912","0","11.1300001144409","0","31.1436996459961","27.2859992980957","27.194299697876","28.8689994812012","28.8777008056641"
"Croatia","HRV","1981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.19999980926514","0","3.40000009536743","0","5.30000019073486","0","0","0","0","0"
"IDA total","IDA","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.2156806326472","0","0","0","0","0","0","0","0","0","38.2763338037832","369125415","0","0","0","0","0","0","0","4.87345514924887","0","5.74871946176376","0","0","9.90335680608491","0","10.9227435714498","0"
"IDA blend","IDB","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.1987732480623","0","0","0","0","0","0","0","0","0","35.608560534065","146325124","0","0","0","0","0","0","0","4.85207641888862","0","5.58807509704633","0","0","9.45625469453734","0","10.5495387632332","0"
"Kazakhstan","KAZ","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1919994354248","0","0","66.1838989257813","0","0","0","0","0","69.5967025756836","48.5328514774297","9230422","0","0","0","0","0","0","0","4.08199977874756","0","4.90000009536743","4.90360021591187","0","3.90700006484985","0","4.48299980163574","0"
"Lao PDR","LAO","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6491752427","3854346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latin America & Caribbean","LCN","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.7921899709893","39.9113325436887","74.5109591664459","56.5010573025237","42.0569371638018","70.1436162329846","56.0445202389659","44.5478797552945","80.9382163628042","62.082262984959","35.995578619181","195823891","0","0","55.4073425523725","0","0","0","10.2852651309913","6.67473909489352","6.89443557404511","7.72473709825514","8.20723368061089","0","12.666534093925","0","14.7273420878854","0"
"Liechtenstein","LIE","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.9000015258789","70.6699981689453","60.6100006103516","49.1300010681152","58.7099990844727","53.9700012207031","53.8800010681152","74.25","63.8899993896484","0","0","0","0","72.5656580041956","0","0","0","2.52999997138977","0","1.67999994754791","0","2.00999999046326","0","0","0","0","0"
"Sri Lanka","LKA","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.818000793457","33.3702011108398","72.8964996337891","51.4457015991211","23.3288993835449","42.9282989501953","32.7280006408691","35.8683013916016","75.0700988769531","53.7953987121582","34.4491449173075","8630101","0","0","47.7797444364541","0","0","0","6.96479988098145","2.96700000762939","2.89529991149902","4.36999988555908","4.36789989471436","29.1961002349854","17.7360000610352","17.0688991546631","22.0659999847412","21.5683002471924"
"Latvia","LVA","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3690004348755","43.9583015441895","54.7207984924316","48.7666015625","31.1208000183105","43.448600769043","37.361499786377","50.2202987670898","64.4723968505859","56.5876998901367","48.7801993812307","1090875","9.92000007629395","13.4200000762939","77.8942636233531","0","0","0","0","15.1160001754761","0","13.8199996948242","0","0","24.257999420166","0","24.1569995880127","0"
"North America","NAC","1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.5999984741211","74.9000015258789","57.7999992370605","56.5999984741211","73.6999969482422","64.9000015258789","45.7000007629395","78.6999969482422","61.2999992370605","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3999996185303","0","11.5","0","11.8999996185303"
"Pakistan","PAK","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.1920013427734","22.7530002593994","77.2617034912109","50.0657997131348","19.9657001495361","59.703498840332","40.0499000549316","23.2199001312256","78.6560974121094","50.9973983764648","21.5252862207301","62716806","3.30999994277954","8.38000011444092","29.5207884642022","54.780101776123","7.55130004882813","30.9097995758057","2.01060009002686","1.77499997615814","1.77279996871948","1.83000004291534","1.82679998874664","3.8743999004364","4.20800018310547","4.02990007400513","4.16900014877319","3.99160003662109"
"Panama","PAN","2009","35.8038426441475","23.0763392595911","6.03277644739319","0.751608558467571","4.9667381529014","29.9776430809424","0","0","0","18.7120423882349","11.8733101669483","18.0738353389349","25.8208977178321","5.10677917928868","32.6776788803257","64.0404594903814","51.7934452806113","71.5459795659153","52.6750406567334","37.9215490272939","82.6443934882632","14.198281554302","7.89400005340576","43.9900016784668","76.7699966430664","59.939998626709","34.3300018310547","65.0599975585938","49.7900009155273","48.2700004577637","80.9100036621094","64.1500015258789","37.496216716038","1678436","17.7099990844727","21.4599990844727","59.6588781028183","29.7900009155273","10.4700002670288","20.0799999237061","8.85000038146973","5.14699983596802","5.1100001335144","6.55999994277954","6.55999994277954","0","11.9409999847412","0","15.1770000457764","0"
"Singapore","SGP","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.707000017166138","51.5800018310547","73.0400009155273","62.1100006103516","38.6800003051758","39.0999984741211","38.9000015258789","54.25","76.1900024414063","65.0100021362305","41.6661012942778","2314109","0","0","71.2035677406899","0","0","0","0","4.1269998550415","0","4.48000001907349","2.90000009536743","0","6.35200023651123","0","8.84200000762939","0"
"Serbia","SRB","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.878999710083","0","0","0","0","0","0","0","0","0","42.7970596856588","3350118","0","0","0","0","0","0","0","11.9219999313354","0","12.6280002593994","0","0","24.8430004119873","0","24.8430004119873","0"
"Sao Tome and Principe","STP","1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.379999995231628","0","0.879999995231628","0","1.139999985694886","0","0","0","0","0"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.0338880075818","0","0","70.0770468292618","0","0","0","0","0","71.8917607318951","43.6751904388405","1049312733","0","0","0","0","0","0","0","4.28717884151301","0","4.09390297466729","4.37803625245497","0","10.6342077275736","0","10.3948579773776","0"
"Tunisia","TUN","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.7689990997314","0","0","0","0","0","0","17.5","48.7999992370605","33.2000007629395","25.6867360415514","3372402","0","0","35.8606562983506","0","0","0","16.1800003051758","13.9209995269775","13.9099998474121","14.5100002288818","14.5100002288818","0","33.685001373291","0","31.0310001373291","0"
"Vietnam","VNM","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.9160003662109","0","0","0","0","0","0","0","0","0","48.758049757742","35769710","0","0","0","0","0","0","0","1.91700005531311","0","2.00799989700317","0","0","4.28299999237061","0","4.76300001144409","0"
"Yemen, Rep.","YEM","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.9369964599609","20","61.2000007629395","40.5999984741211","19.8999996185303","51.5","36.0999984741211","21.7999992370605","69.9000015258789","45.9000015258789","23.0875631986541","4151196","0","0","31.1874088142753","0","0","0","8.17000007629395","12.4530000686646","12.4799995422363","11.460000038147","11.460000038147","13.5299997329712","20.3509998321533","20.5300006866455","18.5139999389648","18.6499996185303"
"Poland","POL","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.33100032806396","46.0547981262207","62.0089988708496","53.6786994934082","29.6611003875732","39.6857986450195","34.8035011291504","48.4315986633301","65.184196472168","56.4370002746582","45.0360861276742","18303571","10.4899997711182","15.710000038147","74.2996021804291","10.6999998092651","8.31999969482422","9.47999954223633","4.90759992599487","4.87200021743774","4.87109994888306","4.8899998664856","4.88740015029907","15.1307001113892","14.5240001678467","14.6063995361328","14.7790002822876","14.8240003585815"
"Albania","ALB","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.2870025634766","39","61.2000007629395","50.2999992370605","0","0","0","27.2800006866455","42.3499984741211","34.7900009155273","41.5344773263454","1301290","0","0","64.4155883578498","0","0","0","17.5","16.4710006713867","12.3999996185303","18.818000793457","14.3999996185303","0","36.2330017089844","0","32.1150016784668","0"
"Belgium","BEL","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.05799996852875","39.5145988464355","55.7934989929199","47.4043998718262","28.8134994506836","38.054500579834","33.5074005126953","42.9485015869141","60.2784996032715","51.3478012084961","42.9798658575856","4381761","17.4799995422363","28.6399993896484","71.2501171555092","0","0","0","0","7.43900012969971","0","7.67999982833862","0","17.5009002685547","20.0550003051758","20.0713996887207","19.0049991607666","18.9838008880615"
